time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-27 00:00:00+00:00,,,2,1
2024-04-28 00:00:00+00:00,,,8,4
2024-04-29 00:00:00+00:00,1.0,1.0,5,1
2024-04-30 00:00:00+00:00,,,1,1
2024-05-03 00:00:00+00:00,,,3,3
2024-05-04 00:00:00+00:00,,,3,2
2024-05-05 00:00:00+00:00,,,1,1
2024-05-06 00:00:00+00:00,,,4,2
2024-05-07 00:00:00+00:00,,,22,2
2024-05-08 00:00:00+00:00,,,1,1
2024-05-09 00:00:00+00:00,1.0,1.0,1,1
2024-05-10 00:00:00+00:00,,,3,2
